Date,Time,Well Name,Seating Nipple Depth (ft),Plunger Diameter (in),ACU Acoustic Velocity (ft/s),ACU Tubing Pressure (psi (g)),Back Pressure (psi (g)),Back Pressure on Formation Due to Liquid Loading (psi (g)),Gas Free Above Pump (ft),Fluid Above Pump (ft),Distance to Liquid (ft),Well State,ACU Casing Pressure (psi (g)),Strokes Per Minute (SPM),Computed Stroke Length (in),Effective Plunger Travel (in),Maximum Plunger Stroke (in),Adjusted EPT (in)
08/22/2024,07:24:01 AM,JJ #1,7025,1.750,1284,,,450.1,1145,4557,2441,Producing,33.1,,,,,
10/02/2024,10:42:46 AM,JJ #1,7025,1.750,,,,,,,,,,8.12,143.54,107.26,116.13,102.0
10/02/2024,10:44:09 AM,JJ #1,7025,1.750,1308,,,368.0,911,3898,3101,Producing,49.9,,,,,
10/08/2024,02:00:11 PM,JJ #1,7025,1.750,,,,,,,,,,8.73,144.08,115.22,122.62,110.3
10/08/2024,02:01:44 PM,JJ #1,7025,1.750,1268,,,329.9,809,3520,3478,Producing,78.9,,,,,
12/17/2024,11:35:08 AM,JJ #1,6498,1.750,1285,,,206.4,167,718,5779,Producing,101.9,,,,,
08/21/2024,04:37:36 PM,JRed#1,3892,1.250,1222,,,175.5,,,5216,Producing,34.4,,,,,
08/21/2024,04:48:50 PM,JRed#1,3892,1.250,1085,,,542.8,12,19,3873,Producing,20.7,,,,,
08/21/2024,05:03:55 PM,JRed#1,3892,1.250,,,,,,,,,,6.30,82.59,22.28,79.58,0.1
03/05/2024,11:19:15 AM,Kay#1,6042,1.250,,,,,,,,,,7.68,70.49,17.27,65.62,-3.3
03/05/2024,11:22:00 AM,Kay#1,6042,1.250,1110,,,216.3,,,6128,Producing,39.0,,,,,
03/28/2024,01:37:40 PM,Kay#1,6863,1.250,,,,,,,,,,6.60,70.62,23.49,55.96,10.6
03/28/2024,01:39:56 PM,Kay#1,6863,1.250,1150,,,209.6,303,1327,5535,Producing,30.1,,,,,
03/28/2024,02:21:26 PM,Kay#1,6863,1.250,1134,,,217.6,326,1417,5445,Producing,29.6,,,,,
03/28/2024,02:21:26 PM,
03/28/2024,02:26:13 PM,Kay#1,6863,1.250,,,,,,,,,,6.65,70.39,21.80,56.09,9.6
04/23/2024,09:06:41 AM,Kay#1,6043,1.250,1152,,,569.9,118,150,5893,Producing,2.6,,,,,
08/20/2024,07:38:27 PM,Kay#1,6043,1.250,1174,,,328.6,,,6702,Producing,149.4,,,,,
10/02/2024,09:47:22 AM,Kay#1,6043,1.250,1172,,,258.7,,,6706,Producing,188.8,,,,,
04/26/2024,02:17:39 PM,Kiley #1,7027,1.250,,,,,,,,,,5.94,89.63,75.05,76.67,67.4
04/26/2024,02:19:59 PM,Kiley #1,7027,1.250,1158,,,157.3,342,1263,5719,Producing,32.5,,,,,
03/28/2024,01:50:40 PM,Kleimann#1,6747,1.250,,,,,,,,,,5.14,89.88,78.19,79.57,72.6
03/28/2024,01:53:21 PM,Kleimann#1,6747,1.250,1060,,,110.0,,,6776,Producing,19.9,,,,,
08/22/2024,05:34:06 PM,Kleimann#1,6747,1.250,,,,,,,,,,5.41,89.76,79.80,82.54,75.1
08/22/2024,05:35:13 PM,Kleimann#1,6747,1.250,1041,,,47.4,,,8126,Producing,17.7,,,,,
10/03/2024,03:15:01 PM,Kleimann#1,6747,1.250,1090,,,42.6,6,26,6705,Producing,24.8,,,,,
10/03/2024,03:17:26 PM,Kleimann#1,6747,1.250,1083,,,,70,70,6641,Static,27.3,,,,,
10/23/2024,01:56:37 PM,Kleimann#1,6747,1.250,,,,,,,,,,5.44,90.57,46.66,83.92,0.1
10/23/2024,02:15:17 PM,Kleimann#1,6747,1.250,1083,,,,0,0,6788,Static,42.5,,,,,
11/07/2024,10:53:22 AM,Kleimann#1,6747,1.250,,,,,,,,,,5.53,90.60,74.11,78.96,68.9
11/07/2024,11:07:22 AM,Kleimann#1,6747,1.250,1039,,,,637,637,6031,Static,19.3,,,,,
03/05/2024,09:34:56 AM,La Rosita #1 RE,5398,1.500,1133,,,420.3,778,3260,2138,Producing,27.3,,,,,
03/05/2024,09:34:56 AM,
03/05/2024,09:40:24 AM,La Rosita #1 RE,5398,1.500,,,,,,,,,,5.28,142.67,58.20,118.59,44.5
03/27/2024,12:12:29 PM,La Rosita #1 RE,5398,1.500,,,,,,,,,,4.58,143.04,97.48,118.24,71.1
03/27/2024,12:16:03 PM,La Rosita #1 RE,5398,1.500,1158,,,393.3,713,3258,2140,Producing,16.6,,,,,
03/27/2024,01:08:05 PM,La Rosita #1 RE,5398,1.500,1254,,,425.8,849,4302,1095,Producing,39.1,,,,,
03/27/2024,01:28:12 PM,La Rosita #1 RE,5398,1.500,1220,,,416.7,820,4139,1258,Producing,37.1,,,,,
03/27/2024,01:31:43 PM,La Rosita #1 RE,5398,1.500,,,,,,,,,,4.91,144.74,55.27,121.20,0.1
04/01/2024,12:11:20 PM,La Rosita #1 RE,5398,1.500,,,,,,,,,,5.65,145.62,50.04,120.34,0.1
04/01/2024,12:16:30 PM,La Rosita #1 RE,5398,1.500,1123,,,953.8,1786,2364,3033,Producing,7.2,,,,,
04/01/2024,12:58:30 PM,La Rosita #1 RE,5398,1.500,1115,,,845.7,1594,2523,2874,Producing,4.2,,,,,
04/16/2024,03:33:49 PM,La Rosita #1 RE,5398,1.500,,,,,,,,,,5.48,143.45,102.27,118.39,93.8
04/16/2024,03:49:01 PM,La Rosita #1 RE,5398,1.500,1086,,,735.7,1174,1629,3769,Producing,34.0,,,,,
04/25/2024,01:39:34 PM,La Rosita #1 RE,5398,1.500,,,,,,,,,,6.06,144.35,50.62,114.71,18.4
04/25/2024,01:42:13 PM,La Rosita #1 RE,5398,1.500,1151,,,719.4,1156,1662,3735,Producing,38.5,,,,,
04/30/2024,02:26:09 PM,La Rosita #1 RE,5398,1.500,,,,,,,,,,5.65,145.24,33.00,115.53,19.5
04/30/2024,02:27:37 PM,La Rosita #1 RE,5398,1.500,1125,,,336.8,422,1255,4143,Producing,44.2,,,,,
05/02/2024,12:36:32 PM,La Rosita #1 RE,5398,1.500,,,,,,,,,,6.00,145.11,38.83,121.03,0.9
05/02/2024,12:38:38 PM,La Rosita #1 RE,5398,1.500,1143,,,325.4,406,1256,4142,Producing,51.7,,,,,
05/23/2024,11:35:40 AM,La Rosita #1 RE,5398,1.500,,,,,,,,,,6.07,143.33,45.05,113.54,20.6
05/23/2024,11:37:26 AM,La Rosita #1 RE,5398,1.500,1143,,,301.5,417,1633,3764,Producing,54.0,,,,,
06/13/2024,04:10:40 PM,La Rosita #1 RE,5398,1.500,,,,,,,,,,5.63,143.49,96.04,118.00,85.4
06/13/2024,04:12:40 PM,La Rosita #1 RE,5398,1.500,1121,,,224.7,203,839,4559,Producing,56.6,,,,,
08/15/2024,10:11:49 AM,La Rosita #1 RE,5398,1.500,,,,,,,,,,6.27,144.55,27.05,115.48,0.1
08/15/2024,10:13:22 AM,La Rosita #1 RE,5398,1.500,1112,,,254.8,224,750,4648,Producing,50.2,,,,,
10/24/2024,10:28:52 AM,La Rosita #1 RE,5847,1.250,,,,,,,,,,6.87,120.99,109.09,111.39,104.5
10/24/2024,10:46:03 AM,La Rosita #1 RE,5847,1.250,887,,,327.3,583,2200,3614,Producing,28.0,,,,,
10/30/2024,09:43:09 AM,La Rosita #1 RE,5847,1.250,,,,,,,,,,6.73,124.07,108.86,110.60,102.7
10/30/2024,09:55:21 AM,La Rosita #1 RE,5847,1.250,884,,,297.4,462,1510,4305,Producing,29.4,,,,,
12/05/2024,10:19:19 AM,La Rosita #1 RE,5847,1.250,,,,,,,,,,5.90,120.57,44.20,113.56,36.6
12/05/2024,10:33:36 AM,La Rosita #1 RE,5847,1.250,980,,,250.9,287,823,4992,Producing,24.4,,,,,
08/20/2024,03:32:18 PM,Lackey Five #1,6301,1.250,,,,,,,,,,6.91,105.08,12.08,99.41,0.1
08/20/2024,03:33:47 PM,Lackey Five #1,6301,1.250,1087,,,52.3,5,19,6275,Producing,21.6,,,,,
10/09/2024,03:40:28 PM,Lackey Five #1,6301,1.250,1083,,,84.4,,,6320,Producing,30.2,,,,,
10/18/2024,01:23:05 PM,Lackey Five #1,6301,1.250,1070,,,54.9,17,62,6222,Producing,24.9,,,,,
10/18/2024,01:27:46 PM,Lackey Five #1,6301,1.250,,,,,,,,,,6.19,104.22,18.49,96.37,19.5
04/26/2024,01:32:35 PM,Lander#1,6184,1.500,,,,,,,,,,4.09,121.60,93.44,99.26,85.7
04/26/2024,01:34:34 PM,Lander#1,6184,1.500,1241,,,194.5,398,1417,4766,Producing,33.7,,,,,
03/05/2024,12:01:42 PM,Little 179 #1,5936,1.250,,,,,,,,,,4.94,121.48,102.43,104.66,99.4
03/05/2024,12:04:17 PM,Little 179 #1,5936,1.250,1072,,,214.1,236,884,4977,Producing,39.3,,,,,
03/28/2024,03:23:53 PM,Little 179 #1,5936,1.250,,,,,,,,,,5.39,121.34,29.36,116.70,17.5
03/28/2024,03:26:07 PM,Little 179 #1,5936,1.250,1055,,,343.1,199,224,5649,Producing,22.2,,,,,
03/28/2024,03:35:18 PM,Little 179 #1,5936,1.250,1056,,,329.7,178,206,5669,Producing,23.8,,,,,
03/29/2024,01:31:08 PM,Little 179 #1,5936,1.250,1082,,,330.0,243,317,5548,Producing,22.0,,,,,
03/29/2024,01:34:35 PM,Little 179 #1,5936,1.250,,,,,,,,,,4.22,120.90,109.28,110.45,106.1
04/22/2024,09:54:59 AM,Little 179 #1,5936,1.250,,,,,,,,,,4.21,120.08,32.71,107.26,28.8
04/22/2024,10:12:23 AM,Little 179 #1,5936,1.250,943,,,219.7,96,194,5682,Producing,15.2,,,,,
04/29/2024,01:23:31 PM,Little 179 #1,6641,1.250,1175,,,356.6,841,841,5467,Producing,90.1,,,,,
04/29/2024,01:27:31 PM,Little 179 #1,6641,1.250,,,,,,,,,,3.78,122.91,95.42,97.67,90.7
04/29/2024,01:30:11 PM,Little 179 #1,6641,1.250,,,,,,,,,,3.79,124.57,94.94,97.12,90.4
04/29/2024,01:44:16 PM,Little 179 #1,6641,1.250,,,,,,,,,,3.91,118.76,97.20,99.81,92.6
08/13/2024,11:35:21 AM,Little 179 #1,6641,1.250,,,,,,,,,,4.55,122.18,119.05,120.00,118.2
08/13/2024,11:37:42 AM,Little 179 #1,6641,1.250,1116,,,1080.3,3057,3057,3247,Producing,-4.4,,,,,
08/13/2024,11:40:58 AM,Little 179 #1,6641,1.250,,,,,,,,,,5.82,121.91,87.33,110.26,42.5
08/13/2024,11:40:58 AM,
08/13/2024,11:40:58 AM,
10/02/2024,12:16:01 PM,Little 179 #1,6641,1.250,,,,,,,,,,5.99,121.37,120.53,120.58,120.2
10/02/2024,12:18:21 PM,Little 179 #1,6641,1.250,1163,,,15.0,,,8496,Producing,28.9,,,,,
10/02/2024,12:20:53 PM,Little 179 #1,6641,1.250,1722,,,173.1,288,316,6135,Producing,31.6,,,,,
10/02/2024,12:24:26 PM,Little 179 #1,6641,1.250,1708,,,203.8,366,366,6059,Producing,34.5,,,,,
02/04/2025,01:58:30 PM,Little 179 #1,6055,1.250,1016,,,477.5,986,1486,4451,Producing,-33.7,,,,,
02/04/2025,02:02:44 PM,Little 179 #1,6055,1.250,,,,,,,,,,6.32,121.06,35.42,123.42,0.1
03/05/2024,02:08:52 PM,Lochte#1,6180,1.250,1161,,,14.7,,,6289,Producing,43.8,,,,,
05/01/2024,02:11:16 PM,Marguerite #1,6188,1.060,,,,,,,,,,4.82,85.72,71.30,73.89,61.0
05/01/2024,02:13:50 PM,Marguerite #1,6188,1.060,1026,,,33.2,,,6533,Producing,13.8,,,,,
10/08/2024,11:04:06 AM,Marpick#1,6888,1.250,891,,1558.7,1558.7,4954,4954,1409,Producing,17.4,,,,,
10/08/2024,12:35:00 PM,Marpick#1,6888,1.250,891,,1482.9,1482.9,4677,4952,1411,Producing,13.2,,,,,
03/05/2024,12:36:41 PM,Marrs #1,7264,1.250,,,,,,,,,,6.93,110.48,100.55,108.14,97.3
03/05/2024,12:37:26 PM,Marrs #1,7264,1.250,1210,,,322.6,881,4119,3067,Producing,22.6,,,,,
03/05/2024,12:37:26 PM,
03/28/2024,03:08:00 PM,Marrs #1,7264,1.250,,,,,,,,,,7.07,101.16,88.56,92.78,85.9
03/28/2024,03:09:10 PM,Marrs #1,7264,1.250,1169,,,312.3,847,3931,3255,Producing,19.9,,,,,
04/01/2024,02:14:22 PM,Marrs #1,7264,1.250,,,,,,,,,,7.74,102.25,71.88,90.20,68.9
04/01/2024,02:14:46 PM,Marrs #1,7264,1.250,1220,,,312.7,853,3816,3370,Producing,25.4,,,,,
04/01/2024,02:16:57 PM,Marrs #1,7264,1.250,,,,,,,,,,8.21,100.70,86.91,90.91,79.1
04/01/2024,02:16:57 PM,
04/27/2024,01:34:17 PM,Marrs #1,7264,1.250,,,,,,,,,,8.28,103.82,92.94,100.33,90.2
04/27/2024,01:35:03 PM,Marrs #1,7264,1.250,1186,,,295.4,799,3750,3436,Producing,22.2,,,,,
04/27/2024,01:38:04 PM,Marrs #1,7264,1.250,,,,,,,,,,8.55,102.47,90.12,93.73,87.5
05/22/2024,10:31:09 AM,Marrs #1,7264,1.250,,,,,,,,,,5.90,101.89,97.30,99.60,94.7
07/25/2024,05:03:34 PM,Marrs #1,7264,1.250,,,,,,,,,,5.81,101.30,46.77,80.42,42.7
07/25/2024,05:05:06 PM,Marrs #1,7264,1.250,1203,,,220.9,584,2548,4638,Producing,34.4,,,,,
08/20/2024,04:51:57 PM,Marrs #1,7264,1.250,,,,,,,,,,6.35,101.90,84.96,86.58,81.6
08/20/2024,04:53:02 PM,Marrs #1,7264,1.250,1170,,,258.0,701,3114,4072,Producing,36.6,,,,,
04/01/2024,10:12:56 AM,Moreland#1,5195,1.250,1209,,,,0,0,5732,Static,29.2,,,,,
04/01/2024,10:12:56 AM,
06/04/2024,03:18:53 PM,Moreland#1,5195,1.250,1162,,,,0,0,5678,Static,22.5,,,,,
04/04/2024,12:09:24 PM,ParkWay #1,6410,1.250,1214,,,1660.7,4051,4051,2359,Producing,-42.9,,,,,
04/04/2024,12:11:55 PM,ParkWay #1,6410,1.250,,,,,,,,,,6.41,124.02,91.54,126.79,0.1
04/04/2024,12:14:15 PM,ParkWay #1,6410,1.250,,,,,,,,,,6.92,124.46,84.22,124.57,46.7
04/04/2024,12:30:21 PM,ParkWay #1,6410,1.250,,,,,,,,,,6.84,122.02,92.10,124.07,45.9
04/04/2024,12:37:08 PM,ParkWay #1,6410,1.250,1233,,,500.0,1147,5342,1068,Producing,23.3,,,,,
04/26/2024,03:47:02 PM,ParkWay #1,6410,1.250,,,,,,,,,,5.95,123.63,111.45,121.69,92.7
04/26/2024,03:49:54 PM,ParkWay #1,6410,1.250,1261,,,449.1,956,3424,2987,Producing,39.2,,,,,
04/26/2024,03:55:05 PM,ParkWay #1,6410,1.250,,,,,,,,,,6.99,124.66,107.28,123.69,93.6
10/30/2024,02:37:43 PM,ParkWay #1,6410,1.250,1268,,,406.6,854,3420,2990,Producing,41.4,,,,,
03/04/2024,02:32:03 PM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,6.00,147.03,117.56,144.32,68.5
03/04/2024,02:33:32 PM,Pfeiffer-Byrd #1,5400,2.000,1225,,,419.6,699,2308,3093,Producing,37.4,,,,,
03/07/2024,01:44:44 PM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,7.25,146.38,132.74,141.02,121.8
03/07/2024,01:44:44 PM,
03/07/2024,01:47:10 PM,Pfeiffer-Byrd #1,5400,2.000,1227,,,397.5,658,2266,3134,Producing,48.4,,,,,
03/27/2024,02:53:53 PM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,7.48,145.81,115.32,142.28,93.7
03/27/2024,02:57:00 PM,Pfeiffer-Byrd #1,5400,2.000,1206,,,356.7,543,1893,3507,Producing,47.8,,,,,
04/02/2024,01:34:35 PM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,7.30,146.75,119.91,138.41,106.3
04/02/2024,01:46:40 PM,Pfeiffer-Byrd #1,5400,2.000,1192,,,363.2,547,1815,3585,Producing,45.3,,,,,
04/02/2024,01:51:04 PM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,8.09,147.35,126.43,141.31,114.5
04/18/2024,03:45:15 PM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,8.18,147.54,117.88,140.68,103.8
04/18/2024,03:55:20 PM,Pfeiffer-Byrd #1,5400,2.000,1172,,,335.1,469,1556,3844,Producing,47.7,,,,,
04/26/2024,11:06:37 AM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,8.21,147.73,111.32,138.57,97.2
04/26/2024,11:08:19 AM,Pfeiffer-Byrd #1,5400,2.000,1153,,,348.7,489,1526,3874,Producing,45.2,,,,,
05/21/2024,02:02:02 PM,Pfeiffer-Byrd #1,5400,2.000,1066,,,,685,685,4716,Static,200.2,,,,,
05/21/2024,02:24:59 PM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,6.40,147.36,122.68,129.69,118.5
05/21/2024,02:28:31 PM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,6.52,147.09,76.53,129.05,52.3
05/21/2024,02:34:25 PM,Pfeiffer-Byrd #1,5400,2.000,1083,,,327.4,471,1499,3902,Producing,76.3,,,,,
05/23/2024,01:34:26 PM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,6.61,147.10,111.05,129.70,101.2
05/23/2024,01:35:57 PM,Pfeiffer-Byrd #1,5400,2.000,1112,,,532.1,962,2638,2762,Producing,30.2,,,,,
05/23/2024,01:37:47 PM,Pfeiffer-Byrd #1,5400,2.000,,,,,,,,,,7.76,146.72,118.79,139.19,100.0
05/23/2024,01:43:59 PM,Pfeiffer-Byrd #1,5400,2.000,1118,,,539.7,974,2579,2821,Producing,31.6,,,,,
05/23/2024,02:04:08 PM,Pfeiffer-Byrd #1,5400,2.000,1119,,,509.1,918,2655,2745,Producing,34.3,,,,,
05/30/2024,01:15:19 PM,Pfeiffer-Byrd #1,6461,1.750,1136,,,673.1,1931,2084,4197,Producing,21.0,,,,,
05/31/2024,11:45:37 AM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,7.96,145.77,132.26,136.46,129.5
06/06/2024,10:58:15 AM,Pfeiffer-Byrd #1,6461,1.750,1069,,,,2072,2072,4209,Static,1.2,,,,,
06/07/2024,02:23:21 PM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,5.45,147.69,123.93,127.93,121.6
06/12/2024,04:46:50 PM,Pfeiffer-Byrd #1,6461,1.750,1220,,,510.1,1505,4650,1630,Producing,56.3,,,,,
06/12/2024,04:56:53 PM,Pfeiffer-Byrd #1,6461,1.750,1221,,,323.2,964,4557,1723,Producing,58.5,,,,,
06/12/2024,05:00:20 PM,Pfeiffer-Byrd #1,6461,1.750,1096,,,395.3,1190,5664,616,Producing,60.6,,,,,
06/12/2024,05:02:54 PM,Pfeiffer-Byrd #1,6461,1.750,1221,,,323.7,971,4572,1708,Producing,63.2,,,,,
06/28/2024,11:23:31 AM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,5.73,146.67,127.60,132.81,113.0
06/28/2024,11:36:56 AM,Pfeiffer-Byrd #1,6461,1.750,1011,,,-11.0,200,963,5318,Producing,249.1,,,,,
06/28/2024,11:40:00 AM,Pfeiffer-Byrd #1,6461,1.750,1400,,,-37.6,,,7284,Producing,251.6,,,,,
07/25/2024,10:54:14 AM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,6.36,147.14,117.54,132.33,113.3
07/25/2024,10:56:05 AM,Pfeiffer-Byrd #1,6461,1.750,1081,,,-16.8,70,70,6350,Producing,194.8,,,,,
07/25/2024,11:11:12 AM,Pfeiffer-Byrd #1,6461,1.750,1080,,,-38.6,28,107,6299,Producing,199.1,,,,,
07/25/2024,12:08:36 PM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,6.37,146.97,51.03,141.19,0.1
08/13/2024,12:50:14 PM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,5.89,146.94,119.21,123.39,116.8
08/13/2024,12:51:50 PM,Pfeiffer-Byrd #1,6461,1.750,981,,,240.7,688,704,5577,Producing,36.4,,,,,
08/22/2024,01:51:12 PM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,6.35,148.09,23.20,131.34,0.1
08/22/2024,01:52:44 PM,Pfeiffer-Byrd #1,6461,1.750,1052,,,-16.5,,,6510,Producing,78.3,,,,,
08/22/2024,01:54:57 PM,Pfeiffer-Byrd #1,6461,1.750,1051,,,-17.2,,,6521,Producing,79.1,,,,,
08/22/2024,02:08:18 PM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,6.34,146.76,22.86,132.20,0.1
10/02/2024,01:13:47 PM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,6.88,143.85,129.44,129.44,124.5
10/02/2024,01:15:27 PM,Pfeiffer-Byrd #1,6461,1.750,1007,,,-10.1,2,7,6449,Producing,52.8,,,,,
10/02/2024,01:17:10 PM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,,,,,
10/02/2024,01:20:22 PM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,6.69,146.52,7.67,122.97,3.6
10/02/2024,02:07:14 PM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,5.47,147.99,18.21,131.49,14.2
10/02/2024,02:10:29 PM,
10/02/2024,02:10:29 PM,Pfeiffer-Byrd #1,6461,1.750,1011,,,-7.9,5,19,6429,Producing,49.3,,,,,
10/16/2024,12:07:53 PM,Pfeiffer-Byrd #1,6461,1.750,,,,,,,,,,5.04,146.49,26.55,130.47,0.1
10/16/2024,12:22:34 PM,Pfeiffer-Byrd #1,6461,1.750,1022,,,122.2,341,392,5920,Producing,21.3,,,,,
10/29/2024,12:15:33 PM,Pfeiffer-Byrd #1,6554,1.750,,,,,,,,,,5.72,147.08,16.92,136.17,0.1
10/29/2024,12:30:00 PM,Pfeiffer-Byrd #1,6554,1.750,1116,,,-5.2,,,6730,Producing,-0.2,,,,,
11/04/2024,12:28:00 PM,Pfeiffer-Byrd #1,6554,1.750,1140,,,-13.8,,,6722,Producing,0.5,,,,,
11/11/2024,01:37:05 PM,Pfeiffer-Byrd #1,6554,1.750,1150,,,-14.8,,,6717,Producing,1.8,,,,,
11/19/2024,11:24:29 AM,Pfeiffer-Byrd #1,6554,1.750,1155,,,-13.1,,,6655,Producing,0.9,,,,,
12/16/2024,01:15:17 PM,Pfeiffer-Byrd #1,6468,1.500,,,,,,,,,,5.58,147.22,90.96,98.91,87.4
12/16/2024,01:28:36 PM,Pfeiffer-Byrd #1,6468,1.500,1023,,,-4.6,11,47,6389,Producing,57.0,,,,,
12/20/2024,10:42:53 AM,Pfeiffer-Byrd #1,6468,1.500,,,,,,,,,,5.53,107.00,67.90,87.03,64.3
12/20/2024,10:53:05 AM,Pfeiffer-Byrd #1,6468,1.500,1039,,,-8.5,,,6504,Producing,53.4,,,,,
04/04/2024,02:48:36 PM,Pickens Weaver #1,6966,1.250,,,,,,,,,,4.57,89.36,82.34,82.57,75.0
04/04/2024,02:52:03 PM,Pickens Weaver #1,6966,1.250,1092,,,14.7,241,241,6659,Producing,87.2,,,,,
08/20/2024,11:52:03 AM,Pickens Weaver #1,6966,1.250,,,,,,,,,,5.13,89.47,77.55,81.03,69.9
08/20/2024,12:03:53 PM,Pickens Weaver #1,6966,1.250,1092,,,96.0,632,697,6195,Producing,17.9,,,,,
04/04/2024,03:08:14 PM,Pickens#1,6884,1.250,,,,,,,,,,4.74,61.95,26.02,48.28,15.9
04/04/2024,03:15:01 PM,Pickens#1,6884,1.250,979,,,42.3,49,49,6369,Producing,12.0,,,,,
08/20/2024,12:28:15 PM,Pickens#1,6884,1.250,,,,,,,,,,4.74,60.44,47.03,49.24,39.7
08/20/2024,12:30:30 PM,Pickens#1,6884,1.250,1212,,,124.9,232,245,5994,Producing,19.1,,,,,
10/08/2024,11:26:54 AM,Pickens#1,6884,1.250,,,,,,,,,,4.96,60.82,41.72,44.14,34.7
10/08/2024,11:29:25 AM,Pickens#1,6884,1.250,1137,,,114.6,214,270,5960,Producing,25.6,,,,,
10/08/2024,11:31:37 AM,Pickens#1,6884,1.250,,,,,,,,,,4.98,61.52,40.35,43.24,32.6
12/04/2024,03:09:52 PM,Pickens#1,6884,1.250,1019,,,258.7,534,713,5480,Producing,21.8,,,,,
12/04/2024,03:09:52 PM,
08/20/2024,11:04:34 AM,Pickwill#1,6470,1.250,,,,,,,,,,5.21,73.75,59.99,62.42,54.3
08/20/2024,11:12:04 AM,Pickwill#1,6470,1.250,984,,,258.4,477,543,5786,Producing,8.3,,,,,
04/02/2024,09:46:03 AM,RAB #1 Gas Lift,6665,0.000,1158,,,,1507,1507,5158,Static,107.6,,,,,
04/22/2024,04:18:37 PM,RAB #1,7236,1.750,,,,,,,,,,6.95,124.67,91.56,100.50,82.9
04/22/2024,04:20:36 PM,
04/22/2024,04:20:36 PM,
04/22/2024,04:20:36 PM,RAB #1,7236,1.750,1208,,,357.8,1141,5903,1251,Producing,175.9,,,,,
04/26/2024,02:34:26 PM,RAB #1,7236,1.750,,,,,,,,,,6.88,126.12,87.93,96.79,79.7
04/26/2024,02:36:00 PM,RAB #1,7236,1.750,1179,,,378.6,1035,5256,1898,Producing,50.5,,,,,
04/26/2024,02:36:42 PM,RAB #1,7236,1.750,,,,,,,,,,6.89,124.20,91.20,100.44,82.8
04/29/2024,04:28:10 PM,RAB #1,7236,1.750,,,,,,,,,,7.16,125.05,91.24,100.65,82.8
04/29/2024,04:29:36 PM,RAB #1,7236,1.750,1132,,,455.0,1352,6320,834,Producing,106.0,,,,,
04/29/2024,04:31:49 PM,RAB #1,7236,1.750,,,,,,,,,,7.15,124.52,92.90,102.35,84.5
04/29/2024,04:35:46 PM,RAB #1,7236,1.750,,,,,,,,,,7.14,122.93,87.30,99.25,78.5
04/29/2024,04:40:47 PM,RAB #1,7236,1.750,,,,,,,,,,6.59,127.85,91.00,101.40,82.0
04/29/2024,04:43:07 PM,RAB #1,7236,1.750,,,,,,,,,,5.98,123.71,90.47,99.32,81.4
04/29/2024,04:44:16 PM,RAB #1,7236,1.750,,,,,,,,,,5.59,126.65,92.76,100.56,83.9
05/22/2024,02:18:08 PM,RAB #1,6600,1.750,,,,,,,,,,5.84,125.14,93.10,100.63,85.1
05/22/2024,02:20:32 PM,RAB #1,6600,1.750,1167,,,523.5,1223,5178,1421,Producing,81.9,,,,,
06/13/2024,01:48:30 PM,RAB #1,6600,1.750,,,,,,,,,,6.14,124.90,94.13,101.95,85.2
06/13/2024,01:50:25 PM,RAB #1,6600,1.750,1173,,,452.0,960,4120,2480,Producing,47.3,,,,,
06/13/2024,01:51:13 PM,RAB #1,6600,1.750,,,,,,,,,,6.21,124.30,93.88,103.78,82.8
08/22/2024,04:34:44 PM,RAB #1,6600,1.750,,,,,,,,,,7.13,125.33,104.09,111.09,91.8
08/22/2024,04:36:55 PM,RAB #1,6600,1.750,1164,,,318.3,539,1911,4689,Producing,72.1,,,,,
10/08/2024,12:05:58 PM,RAB #1,6600,1.750,,,,,,,,,,6.48,124.79,97.38,107.68,87.9
10/08/2024,12:07:41 PM,RAB #1,6600,1.750,1139,,,273.4,531,2783,3817,Producing,102.6,,,,,
05/22/2024,12:03:07 PM,RAB #2,6500,1.500,,,,,,,,,,7.14,129.26,70.91,116.90,0.1
05/22/2024,12:05:27 PM,RAB #2,6500,1.500,1169,,,667.6,1163,2886,3614,Producing,73.9,,,,,
05/22/2024,12:05:27 PM,
