Well Name,Date,Oil,Gas,Water,Page Number
TORTUGA UNIT B 3,2025-01-27,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-26,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-25,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-24,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-23,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-22,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-21,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-20,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-19,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-18,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-17,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-16,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-15,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-14,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-13,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-12,0.00,0.00,0.00,36
TORTUGA UNIT C 5,2025-03-02,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-03-01,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-28,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-27,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-26,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-25,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-24,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-23,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-22,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-21,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-20,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-19,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-18,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-17,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-16,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-15,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-14,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-13,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-12,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-11,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-10,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-09,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-08,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-07,0.00,0.00,0.00,37
TORTUGA UNIT C 5,2025-02-06,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-02-05,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-02-04,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-02-03,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-02-02,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-31,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-30,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-29,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-28,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-27,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-26,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-25,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-24,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-23,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-22,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-21,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-20,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-19,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-18,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-17,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-16,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-15,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-14,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-13,0.00,0.00,0.00,38
TORTUGA UNIT C 5,2025-01-12,0.00,0.00,0.00,38
